enzyme	source	reaction	rate	cid	acceptor
At_76E4	negatives	0		255587	
At_76E4	negatives	0		928228	
At_76E4	negatives	0		85773370	
At_76E4	negatives	0		11502	
At_76E4	negatives	0		611808	
At_76E4	negatives	0		5262584	
At_76E4	negatives	0		8417	
At_76E4	negatives	0		119087140	
At_76E4	negatives	0		3102	
At_76E4	negatives	0		53395455	
At_76E4	negatives	0		55273731	
At_76E4	negatives	0		9229	
At_76E4	negatives	0		54105512	
At_76E4	negatives	0		466273	
At_76E4	negatives	0		71422187	
At_76E4	negatives	0		56629747	
At_76E4	negatives	0		4114	
At_76E4	negatives	0		96744	
At_76E4	negatives	0		9025	
At_76E4	negatives	0		67591	
At_76E4	negatives	0		1481671	
At_76E4	negatives	0		11507421	
At_76E4	negatives	0		16716	
At_76E4	negatives	0		79332	
At_76E4	negatives	0		6199	
At_76E4	negatives	0		5150599	
At_76E4	negatives	0		148791698	
At_76E4	negatives	0		67650	
At_76E4	negatives	0		21928631	
At_76E4	negatives	0		10264408	
At_76E4	negatives	0		8499	
At_76E4	negatives	0		12463	
At_76E4	negatives	0		10057850	
At_76E4	negatives	0		9991610	
At_76E4	negatives	0		68481	
At_76E4	negatives	0		81046	
At_76E4	negatives	0		12398447	
At_76E4	negatives	0		261395	
At_76E4	negatives	0		12693379	
At_76E4	negatives	0		2759713	
At_76E4	negatives	0		13045799	
At_76E4	negatives	0		261393	
At_76E4	negatives	0		10251	
At_76E4	negatives	0		94156	
At_76E4	negatives	0		77793	
At_76E4	negatives	0		15717462	
At_76E4	negatives	0		9948	
At_76E4	negatives	0		242064	
At_76E4	negatives	0		55275176	
At_76E4	negatives	0		10955672	
At_76E4	negatives	0		179615	
At_76E4	negatives	0		41017	
At_76E4	negatives	0		11895	
At_76E4	negatives	0		4175	
At_76E4	negatives	0		78838	
At_76E4	negatives	0		85777085	
At_76E4	negatives	0		6895	
At_76E4	negatives	0		67042231	
At_76E4	negatives	0		10225624	
At_76E4	negatives	0		607716	
At_76E4	negatives	0		151515	
At_76E4	negatives	0		75074	
At_76E4	negatives	0		20083560	
At_76E4	negatives	0		5270543	
At_76E4	negatives	0		2825024	
At_76E4	negatives	0		20452412	
At_76E4	negatives	0		145858	
At_76E4	negatives	0		92841	
At_76E4	negatives	0		8658	
At_76E4	negatives	0		240	
At_76E4	negatives	0		15262172	
At_76E4	negatives	0		592453	
At_76E4	negatives	0		72304	
At_76E4	negatives	0		13807896	
At_76E4	negatives	0		11446884	
At_76E4	negatives	0		15731437	
At_76E4	negatives	0		11240776	
At_76E4	negatives	0		102928	
At_76E4	negatives	0		578495	
At_76E4	negatives	0		14713900	
At_76E4	negatives	0		577969	
At_76E4	negatives	0		129883109	
At_76E4	negatives	0		12398446	
At_76E4	negatives	0		615442	
At_76E4	negatives	0		7463	
At_76E4	negatives	0		20976640	
At_76E4	negatives	0		223144	
At_76E4	negatives	0		261391	
At_76E4	negatives	0		13015717	
At_76E4	negatives	0		248021	
At_76E4	negatives	0		10800915	
At_76E4	negatives	0		22716855	
At_76E4	negatives	0		7410	
At_76E4	negatives	0		521184	
At_76E4	negatives	0		12462	
At_76E4	negatives	0		7020	
At_76E4	negatives	0		66777173	
At_76E4	negatives	0		10748	
At_76E4	negatives	0		11833	
At_76E4	negatives	0		7644	
At_76E4	negatives	0		466268	
At_76E4	negatives	0		12732963	
At_76E4	negatives	0		610875	
At_76E4	negatives	0		323	
At_76E5	negatives	0		607797	
At_76E5	negatives	0		231093	
At_76E5	negatives	0		12553720	
At_76E5	negatives	0		619834	
At_76E5	negatives	0		142094	
At_76E5	negatives	0		10680	
At_76E5	negatives	0		12582098	
At_76E5	negatives	0		12514018	
At_76E5	negatives	0		2817225	
At_76E5	negatives	0		30553	
At_76E5	negatives	0		6996	
At_76E5	negatives	0		53441188	
At_76E5	negatives	0		7150	
At_76E5	negatives	0		94525	
At_76E5	negatives	0		244778	
At_76E5	negatives	0		13045738	
At_76E5	negatives	0		98955	
At_76E5	negatives	0		12669351	
At_76E5	negatives	0		61151	
At_76E5	negatives	0		64802	
At_76E5	negatives	0		261394	
At_76E5	negatives	0		255587	
At_76E5	negatives	0		928228	
At_76E5	negatives	0		85773370	
At_76E5	negatives	0		11502	
At_76E5	negatives	0		611808	
At_76E5	negatives	0		5262584	
At_76E5	negatives	0		8417	
At_76E5	negatives	0		119087140	
At_76E5	negatives	0		3102	
At_76E5	negatives	0		53395455	
At_76E5	negatives	0		55273731	
At_76E5	negatives	0		9229	
At_76E5	negatives	0		54105512	
At_76E5	negatives	0		466273	
At_76E5	negatives	0		71422187	
At_76E5	negatives	0		56629747	
At_76E5	negatives	0		4114	
At_76E5	negatives	0		96744	
At_76E5	negatives	0		9025	
At_76E5	negatives	0		67591	
At_76E5	negatives	0		1481671	
At_76E5	negatives	0		11507421	
At_76E5	negatives	0		16716	
At_76E5	negatives	0		79332	
At_76E5	negatives	0		6199	
At_76E5	negatives	0		5150599	
At_76E5	negatives	0		148791698	
At_76E5	negatives	0		67650	
At_76E5	negatives	0		21928631	
At_76E5	negatives	0		10264408	
At_76E5	negatives	0		8499	
At_76E5	negatives	0		12463	
At_76E5	negatives	0		10057850	
At_76E5	negatives	0		9991610	
At_76E5	negatives	0		68481	
At_76E5	negatives	0		81046	
At_76E5	negatives	0		12398447	
At_76E5	negatives	0		261395	
At_76E5	negatives	0		12693379	
At_76E5	negatives	0		2759713	
At_76E5	negatives	0		13045799	
At_76E5	negatives	0		261393	
At_76E5	negatives	0		10251	
At_76E5	negatives	0		94156	
At_76E5	negatives	0		77793	
At_76E5	negatives	0		15717462	
At_76E5	negatives	0		9948	
At_76E5	negatives	0		242064	
At_76E5	negatives	0		55275176	
At_76E5	negatives	0		10955672	
At_76E5	negatives	0		179615	
At_76E5	negatives	0		41017	
At_76E5	negatives	0		11895	
At_76E5	negatives	0		4175	
At_76E5	negatives	0		78838	
At_76E5	negatives	0		85777085	
At_76E5	negatives	0		6895	
At_76E5	negatives	0		67042231	
At_76E5	negatives	0		10225624	
At_76E5	negatives	0		607716	
At_76E5	negatives	0		151515	
At_76E5	negatives	0		75074	
At_76E5	negatives	0		20083560	
At_76E5	negatives	0		5270543	
At_76E5	negatives	0		2825024	
At_76E5	negatives	0		20452412	
At_76E5	negatives	0		145858	
At_76E5	negatives	0		92841	
At_76E5	negatives	0		8658	
At_76E5	negatives	0		240	
At_76E5	negatives	0		15262172	
At_76E5	negatives	0		592453	
At_76E5	negatives	0		72304	
At_76E5	negatives	0		13807896	
At_76E5	negatives	0		11446884	
At_76E5	negatives	0		15731437	
At_76E5	negatives	0		11240776	
At_76E5	negatives	0		102928	
At_76E5	negatives	0		578495	
At_76E5	negatives	0		14713900	
At_76E5	negatives	0		577969	
At_76E5	negatives	0		129883109	
At_76E5	negatives	0		12398446	
At_76E5	negatives	0		615442	
At_76E5	negatives	0		7463	
At_76E5	negatives	0		20976640	
At_76E5	negatives	0		223144	
At_76E5	negatives	0		261391	
At_76E5	negatives	0		13015717	
At_76E5	negatives	0		248021	
At_76E5	negatives	0		10800915	
At_76E5	negatives	0		22716855	
At_76E5	negatives	0		7410	
At_76E5	negatives	0		521184	
At_76E5	negatives	0		12462	
At_76E5	negatives	0		7020	
At_76E5	negatives	0		66777173	
At_76E5	negatives	0		10748	
At_76E5	negatives	0		11833	
At_76E5	negatives	0		7644	
At_76E5	negatives	0		466268	
At_76E5	negatives	0		12732963	
At_76E5	negatives	0		610875	
At_76E5	negatives	0		323	
At_78D1	negatives	0		607797	
At_78D1	negatives	0		231093	
At_78D1	negatives	0		12553720	
At_78D1	negatives	0		619834	
At_78D1	negatives	0		142094	
At_78D1	negatives	0		10680	
At_78D1	negatives	0		12582098	
At_78D1	negatives	0		12514018	
At_78D1	negatives	0		2817225	
At_78D1	negatives	0		30553	
At_78D1	negatives	0		6996	
At_78D1	negatives	0		53441188	
At_78D1	negatives	0		7150	
At_78D1	negatives	0		94525	
At_78D1	negatives	0		244778	
At_78D1	negatives	0		13045738	
At_78D1	negatives	0		98955	
At_78D1	negatives	0		12669351	
At_78D1	negatives	0		61151	
At_78D1	negatives	0		64802	
At_78D1	negatives	0		261394	
At_78D1	negatives	0		255587	
At_78D1	negatives	0		928228	
At_78D1	negatives	0		85773370	
At_78D1	negatives	0		11502	
At_78D1	negatives	0		611808	
At_78D1	negatives	0		5262584	
At_78D1	negatives	0		8417	
At_78D1	negatives	0		119087140	
At_78D1	negatives	0		3102	
At_78D1	negatives	0		53395455	
At_78D1	negatives	0		55273731	
At_78D1	negatives	0		9229	
At_78D1	negatives	0		54105512	
At_78D1	negatives	0		466273	
At_78D1	negatives	0		71422187	
At_78D1	negatives	0		56629747	
At_78D1	negatives	0		4114	
At_78D1	negatives	0		96744	
At_78D1	negatives	0		9025	
At_78D1	negatives	0		67591	
At_78D1	negatives	0		1481671	
At_78D1	negatives	0		11507421	
At_78D1	negatives	0		16716	
At_78D1	negatives	0		79332	
At_78D1	negatives	0		6199	
At_78D1	negatives	0		5150599	
At_78D1	negatives	0		148791698	
At_78D1	negatives	0		67650	
At_78D1	negatives	0		21928631	
At_78D1	negatives	0		10264408	
At_78D1	negatives	0		8499	
At_78D1	negatives	0		12463	
At_78D1	negatives	0		10057850	
At_78D1	negatives	0		9991610	
At_78D1	negatives	0		68481	
At_78D1	negatives	0		81046	
At_78D1	negatives	0		12398447	
At_78D1	negatives	0		261395	
At_78D1	negatives	0		12693379	
At_78D1	negatives	0		2759713	
At_78D1	negatives	0		13045799	
At_78D1	negatives	0		261393	
At_78D1	negatives	0		10251	
At_78D1	negatives	0		94156	
At_78D1	negatives	0		77793	
At_78D1	negatives	0		15717462	
At_78D1	negatives	0		9948	
At_78D1	negatives	0		242064	
At_78D1	negatives	0		55275176	
At_78D1	negatives	0		10955672	
At_78D1	negatives	0		179615	
At_78D1	negatives	0		41017	
At_78D1	negatives	0		11895	
At_78D1	negatives	0		4175	
At_78D1	negatives	0		78838	
At_78D1	negatives	0		85777085	
At_78D1	negatives	0		6895	
At_78D1	negatives	0		67042231	
At_78D1	negatives	0		10225624	
At_78D1	negatives	0		607716	
At_78D1	negatives	0		151515	
At_78D1	negatives	0		75074	
At_78D1	negatives	0		20083560	
At_78D1	negatives	0		5270543	
At_78D1	negatives	0		2825024	
At_78D1	negatives	0		20452412	
At_78D1	negatives	0		145858	
At_78D1	negatives	0		92841	
At_78D1	negatives	0		8658	
At_78D1	negatives	0		240	
At_78D1	negatives	0		15262172	
At_78D1	negatives	0		592453	
At_78D1	negatives	0		72304	
At_78D1	negatives	0		13807896	
At_78D1	negatives	0		11446884	
At_78D1	negatives	0		15731437	
At_78D1	negatives	0		11240776	
At_78D1	negatives	0		102928	
At_78D1	negatives	0		578495	
At_78D1	negatives	0		14713900	
At_78D1	negatives	0		577969	
At_78D1	negatives	0		129883109	
At_78D1	negatives	0		12398446	
At_78D1	negatives	0		615442	
At_78D1	negatives	0		7463	
At_78D1	negatives	0		20976640	
At_78D1	negatives	0		223144	
At_78D1	negatives	0		261391	
At_78D1	negatives	0		13015717	
At_78D1	negatives	0		248021	
At_78D1	negatives	0		10800915	
At_78D1	negatives	0		22716855	
At_78D1	negatives	0		7410	
At_78D1	negatives	0		521184	
At_78D1	negatives	0		12462	
At_78D1	negatives	0		7020	
At_78D1	negatives	0		66777173	
At_78D1	negatives	0		10748	
At_78D1	negatives	0		11833	
At_78D1	negatives	0		7644	
At_78D1	negatives	0		466268	
At_78D1	negatives	0		12732963	
At_78D1	negatives	0		610875	
At_78D1	negatives	0		323	
At_78D2	negatives	0		607797	
At_78D2	negatives	0		231093	
At_78D2	negatives	0		12553720	
At_78D2	negatives	0		619834	
At_78D2	negatives	0		142094	
At_78D2	negatives	0		10680	
At_78D2	negatives	0		12582098	
At_78D2	negatives	0		12514018	
At_78D2	negatives	0		2817225	
At_78D2	negatives	0		30553	
At_78D2	negatives	0		6996	
At_78D2	negatives	0		53441188	
At_78D2	negatives	0		7150	
At_78D2	negatives	0		94525	
At_78D2	negatives	0		244778	
At_78D2	negatives	0		13045738	
At_78D2	negatives	0		98955	
At_78D2	negatives	0		12669351	
At_78D2	negatives	0		61151	
At_78D2	negatives	0		64802	
At_78D2	negatives	0		261394	
At_78D2	negatives	0		255587	
At_78D2	negatives	0		928228	
At_78D2	negatives	0		85773370	
At_78D2	negatives	0		11502	
At_78D2	negatives	0		611808	
At_78D2	negatives	0		5262584	
At_78D2	negatives	0		8417	
At_78D2	negatives	0		119087140	
At_78D2	negatives	0		3102	
At_78D2	negatives	0		53395455	
At_78D2	negatives	0		55273731	
At_78D2	negatives	0		9229	
At_78D2	negatives	0		54105512	
At_78D2	negatives	0		466273	
At_78D2	negatives	0		71422187	
At_78D2	negatives	0		56629747	
At_78D2	negatives	0		4114	
At_78D2	negatives	0		96744	
At_78D2	negatives	0		9025	
At_78D2	negatives	0		67591	
At_78D2	negatives	0		1481671	
At_78D2	negatives	0		11507421	
At_78D2	negatives	0		16716	
At_78D2	negatives	0		79332	
At_78D2	negatives	0		6199	
At_78D2	negatives	0		5150599	
At_78D2	negatives	0		148791698	
At_78D2	negatives	0		67650	
At_78D2	negatives	0		21928631	
At_78D2	negatives	0		10264408	
At_78D2	negatives	0		8499	
At_78D2	negatives	0		12463	
At_78D2	negatives	0		10057850	
At_78D2	negatives	0		9991610	
At_78D2	negatives	0		68481	
At_78D2	negatives	0		81046	
At_78D2	negatives	0		12398447	
At_78D2	negatives	0		261395	
At_78D2	negatives	0		12693379	
At_78D2	negatives	0		2759713	
At_78D2	negatives	0		13045799	
At_78D2	negatives	0		261393	
At_78D2	negatives	0		10251	
At_78D2	negatives	0		94156	
At_78D2	negatives	0		77793	
At_78D2	negatives	0		15717462	
At_78D2	negatives	0		9948	
At_78D2	negatives	0		242064	
At_78D2	negatives	0		55275176	
At_78D2	negatives	0		10955672	
At_78D2	negatives	0		179615	
At_78D2	negatives	0		41017	
At_78D2	negatives	0		11895	
At_78D2	negatives	0		4175	
At_78D2	negatives	0		78838	
At_78D2	negatives	0		85777085	
At_78D2	negatives	0		6895	
At_78D2	negatives	0		67042231	
At_78D2	negatives	0		10225624	
At_78D2	negatives	0		607716	
At_78D2	negatives	0		151515	
At_78D2	negatives	0		75074	
At_78D2	negatives	0		20083560	
At_78D2	negatives	0		5270543	
At_78D2	negatives	0		2825024	
At_78D2	negatives	0		20452412	
At_78D2	negatives	0		145858	
At_78D2	negatives	0		92841	
At_78D2	negatives	0		8658	
At_78D2	negatives	0		240	
At_78D2	negatives	0		15262172	
At_78D2	negatives	0		592453	
At_78D2	negatives	0		72304	
At_78D2	negatives	0		13807896	
At_78D2	negatives	0		11446884	
At_78D2	negatives	0		15731437	
At_78D2	negatives	0		11240776	
At_78D2	negatives	0		102928	
At_78D2	negatives	0		578495	
At_78D2	negatives	0		14713900	
At_78D2	negatives	0		577969	
At_78D2	negatives	0		129883109	
At_78D2	negatives	0		12398446	
At_78D2	negatives	0		615442	
At_78D2	negatives	0		7463	
At_78D2	negatives	0		20976640	
At_78D2	negatives	0		223144	
At_78D2	negatives	0		261391	
At_78D2	negatives	0		13015717	
At_78D2	negatives	0		248021	
At_78D2	negatives	0		10800915	
At_78D2	negatives	0		22716855	
At_78D2	negatives	0		7410	
At_78D2	negatives	0		521184	
At_78D2	negatives	0		12462	
At_78D2	negatives	0		7020	
At_78D2	negatives	0		66777173	
At_78D2	negatives	0		10748	
At_78D2	negatives	0		11833	
At_78D2	negatives	0		7644	
At_78D2	negatives	0		466268	
At_78D2	negatives	0		12732963	
At_78D2	negatives	0		610875	
At_78D2	negatives	0		323	
At_84A1	negatives	0		607797	
At_84A1	negatives	0		231093	
At_84A1	negatives	0		12553720	
At_84A1	negatives	0		619834	
At_84A1	negatives	0		142094	
At_84A1	negatives	0		10680	
At_84A1	negatives	0		12582098	
At_84A1	negatives	0		12514018	
At_84A1	negatives	0		2817225	
At_84A1	negatives	0		30553	
At_84A1	negatives	0		6996	
At_84A1	negatives	0		53441188	
At_84A1	negatives	0		7150	
At_84A1	negatives	0		94525	
At_84A1	negatives	0		244778	
At_84A1	negatives	0		13045738	
At_84A1	negatives	0		98955	
At_84A1	negatives	0		12669351	
At_84A1	negatives	0		61151	
At_84A1	negatives	0		64802	
At_84A1	negatives	0		261394	
At_84A1	negatives	0		255587	
At_84A1	negatives	0		928228	
At_84A1	negatives	0		85773370	
At_84A1	negatives	0		11502	
At_84A1	negatives	0		611808	
At_84A1	negatives	0		5262584	
At_84A1	negatives	0		8417	
At_84A1	negatives	0		119087140	
At_84A1	negatives	0		3102	
At_84A1	negatives	0		53395455	
At_84A1	negatives	0		55273731	
At_84A1	negatives	0		9229	
At_84A1	negatives	0		54105512	
At_84A1	negatives	0		466273	
At_84A1	negatives	0		71422187	
At_84A1	negatives	0		56629747	
At_84A1	negatives	0		4114	
At_84A1	negatives	0		96744	
At_84A1	negatives	0		9025	
At_84A1	negatives	0		67591	
At_84A1	negatives	0		1481671	
At_84A1	negatives	0		11507421	
At_84A1	negatives	0		16716	
At_84A1	negatives	0		79332	
At_84A1	negatives	0		6199	
At_84A1	negatives	0		5150599	
At_84A1	negatives	0		148791698	
At_84A1	negatives	0		67650	
At_84A1	negatives	0		21928631	
At_84A1	negatives	0		10264408	
At_84A1	negatives	0		8499	
At_84A1	negatives	0		12463	
At_84A1	negatives	0		10057850	
At_84A1	negatives	0		9991610	
At_84A1	negatives	0		68481	
At_84A1	negatives	0		81046	
At_84A1	negatives	0		12398447	
At_84A1	negatives	0		261395	
At_84A1	negatives	0		12693379	
At_84A1	negatives	0		2759713	
At_84A1	negatives	0		13045799	
At_84A1	negatives	0		261393	
At_84A1	negatives	0		10251	
At_84A1	negatives	0		94156	
At_84A1	negatives	0		77793	
At_84A1	negatives	0		15717462	
At_84A1	negatives	0		9948	
At_84A1	negatives	0		242064	
At_84A1	negatives	0		55275176	
At_84A1	negatives	0		10955672	
At_84A1	negatives	0		179615	
At_84A1	negatives	0		41017	
At_84A1	negatives	0		11895	
At_84A1	negatives	0		4175	
At_84A1	negatives	0		78838	
At_84A1	negatives	0		85777085	
At_84A1	negatives	0		6895	
At_84A1	negatives	0		67042231	
At_84A1	negatives	0		10225624	
At_84A1	negatives	0		607716	
At_84A1	negatives	0		151515	
At_84A1	negatives	0		75074	
At_84A1	negatives	0		20083560	
At_84A1	negatives	0		5270543	
At_84A1	negatives	0		2825024	
At_84A1	negatives	0		20452412	
At_84A1	negatives	0		145858	
At_84A1	negatives	0		92841	
At_84A1	negatives	0		8658	
At_84A1	negatives	0		240	
At_84A1	negatives	0		15262172	
At_84A1	negatives	0		592453	
At_84A1	negatives	0		72304	
At_84A1	negatives	0		13807896	
At_84A1	negatives	0		11446884	
At_84A1	negatives	0		15731437	
At_84A1	negatives	0		11240776	
At_84A1	negatives	0		102928	
At_84A1	negatives	0		578495	
At_84A1	negatives	0		14713900	
At_84A1	negatives	0		577969	
At_84A1	negatives	0		129883109	
At_84A1	negatives	0		12398446	
At_84A1	negatives	0		615442	
At_84A1	negatives	0		7463	
At_84A1	negatives	0		20976640	
At_84A1	negatives	0		223144	
At_84A1	negatives	0		261391	
At_84A1	negatives	0		13015717	
At_84A1	negatives	0		248021	
At_84A1	negatives	0		10800915	
At_84A1	negatives	0		22716855	
At_84A1	negatives	0		7410	
At_84A1	negatives	0		521184	
At_84A1	negatives	0		12462	
At_84A1	negatives	0		7020	
At_84A1	negatives	0		66777173	
At_84A1	negatives	0		10748	
At_84A1	negatives	0		11833	
At_84A1	negatives	0		7644	
At_84A1	negatives	0		466268	
At_84A1	negatives	0		12732963	
At_84A1	negatives	0		610875	
At_84A1	negatives	0		323	
At_84A2	negatives	0		607797	
At_84A2	negatives	0		231093	
At_84A2	negatives	0		12553720	
At_84A2	negatives	0		619834	
At_84A2	negatives	0		142094	
At_84A2	negatives	0		10680	
At_84A2	negatives	0		12582098	
At_84A2	negatives	0		12514018	
At_84A2	negatives	0		2817225	
At_84A2	negatives	0		30553	
At_84A2	negatives	0		6996	
At_84A2	negatives	0		53441188	
At_84A2	negatives	0		7150	
At_84A2	negatives	0		94525	
At_84A2	negatives	0		244778	
At_84A2	negatives	0		13045738	
At_84A2	negatives	0		98955	
At_84A2	negatives	0		12669351	
At_84A2	negatives	0		61151	
At_84A2	negatives	0		64802	
At_84A2	negatives	0		261394	
At_84A2	negatives	0		255587	
At_84A2	negatives	0		928228	
At_84A2	negatives	0		85773370	
At_84A2	negatives	0		11502	
At_84A2	negatives	0		611808	
At_84A2	negatives	0		5262584	
At_84A2	negatives	0		8417	
At_84A2	negatives	0		119087140	
At_84A2	negatives	0		3102	
At_84A2	negatives	0		53395455	
At_84A2	negatives	0		55273731	
At_84A2	negatives	0		9229	
At_84A2	negatives	0		54105512	
At_84A2	negatives	0		466273	
At_84A2	negatives	0		71422187	
At_84A2	negatives	0		56629747	
At_84A2	negatives	0		4114	
At_84A2	negatives	0		96744	
At_84A2	negatives	0		9025	
At_84A2	negatives	0		67591	
At_84A2	negatives	0		1481671	
At_84A2	negatives	0		11507421	
At_84A2	negatives	0		16716	
At_84A2	negatives	0		79332	
At_84A2	negatives	0		6199	
At_84A2	negatives	0		5150599	
At_84A2	negatives	0		148791698	
At_84A2	negatives	0		67650	
At_84A2	negatives	0		21928631	
At_84A2	negatives	0		10264408	
At_84A2	negatives	0		8499	
At_84A2	negatives	0		12463	
At_84A2	negatives	0		10057850	
At_84A2	negatives	0		9991610	
At_84A2	negatives	0		68481	
At_84A2	negatives	0		81046	
At_84A2	negatives	0		12398447	
At_84A2	negatives	0		261395	
At_84A2	negatives	0		12693379	
At_84A2	negatives	0		2759713	
At_84A2	negatives	0		13045799	
At_84A2	negatives	0		261393	
At_84A2	negatives	0		10251	
At_84A2	negatives	0		94156	
At_84A2	negatives	0		77793	
At_84A2	negatives	0		15717462	
At_84A2	negatives	0		9948	
At_84A2	negatives	0		242064	
At_84A2	negatives	0		55275176	
At_84A2	negatives	0		10955672	
At_84A2	negatives	0		179615	
At_84A2	negatives	0		41017	
At_84A2	negatives	0		11895	
At_84A2	negatives	0		4175	
